UTM campaign,UTM term,Landing page URL,Online store visitors,Pageviews,Sessions that reached checkout,Sessions that completed checkout,Sessions with cart additions,Average session duration,Online store visitors (previous_period),Pageviews (previous_period),Sessions that reached checkout (previous_period),Sessions that completed checkout (previous_period),Sessions with cart additions (previous_period),Average session duration (previous_period)
TOF+%7C+CUSTOM+%7C+AUTO,TRL+%7C+IGi,https://vibewithmoi.in/collections/rings?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BCUSTOM%2B%257C%2BAUTO&utm_content=Amey%2BRing%2B%257C%2BSV&utm_term=TRL%2B%257C%2BIGi&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR7eTCUQJvtzmUPC-9Rj79cW1EFmaq0ERUW2NpOrqePp5G_TXh7ukPufHyMBJQ_aem_KfG4qhf2aVI1jfRolMmTfQ,11,11,0,0,0,,8,9,0,0,0,
TOF+%7C+Chennai+Store,COM+-+LUXEi+-+IG,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BChennai%2BStore&utm_content=Fragile%2BFresco%2B%257C%2BSV&utm_term=COM%2B-%2BLUXEi%2B-%2BIG&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR7MqJDkYj4Se3CSFoiBj5vyCtIwoRq8V_s4514U5_JAWD2E7o8ed1P-d9sJhA_aem_l4dxewnzW_9GUhHX1jhe8A,0,0,0,0,0,,4,5,0,0,0,0.0
TOF+%7C+Chennai+Store,COM+-+TRLi+-+IG,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BChennai%2BStore&utm_content=Emily%2BSouth%2BSea%2BPearl%2BNecklace%2B%257C%2BSV&utm_term=COM%2B-%2BTRLi%2B-%2BIG&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR5wqk7sQnwyrXCiakEZqiSBAiAXictl-FGAvvI2bj6XleBtM2fij_38nSW38A_aem_mV5NTVGeg8xtBbmuORrdvw,0,0,0,0,0,,4,4,0,0,0,0.0
TOF+%7C+Chennai+Store,INT+JWLi+-+IG,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BChennai%2BStore&utm_content=Tree%2Bof%2BLife%2BPendant%2B%257C%2BSV&utm_term=INT%2BJWLi%2B-%2BIG&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR6wx1KuBarb6YDOTqkDdSDSymaR_IMd8vkZV2whd-IJtg27DdRzI1_vZ27vYA_aem_vGXShh_OH2WAZZ_LqDZPJg,0,0,0,0,0,,4,6,0,0,0,4.25
TOF+%7C+Chennai+Store,LUXEi+-+IG,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BChennai%2BStore&utm_content=Revival%2BNecklace%2B%257C%2BSV&utm_term=LUXEi%2B-%2BIG&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR7js31SJGsVdmXd-xEpo0i1E5mtIaNHykM1mEXLluge7cy3tmrClNjcR4LtHA_aem_8QnwB7F40cZnBd7rkkiULg,0,0,0,0,0,,10,15,0,0,0,0.0
TOF+%7C+Chennai+Store,OCCi+-+IG,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BChennai%2BStore&utm_content=VIntage%2B%257C%2BSV&utm_term=OCCi%2B-%2BIG&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR75Xw-d3TGq0GaD-NeLosTEKPwgyGmkPKehvGLuuUMNDHQhe0oGjMzl1TfzSQ_aem_IIDNrFAvapSEvSYmOGWFNw,0,0,0,0,0,,4,5,0,0,0,0.0
TOF+%7C+Chennai+Store,TRLi+-+IG,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BChennai%2BStore&utm_content=Qutub%2BNecklace%2B%257C%2BSV&utm_term=TRLi%2B-%2BIG&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR7Z6elZzQ_Sv0GIFdWggVidV8Xy0rdFHVWzEpdqKf6XWacS94BZXyNHTmF8Ww_aem_-6UQaR1uF_y1HTpeSfSa-w,0,0,0,0,0,,4,6,0,0,0,0.0
TOF+%7C+New+Arrivals,T1+-+INT+JWLi+-+FEED+SI,https://vibewithmoi.in/pages/the-green-room?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BNew%2BArrivals&utm_content=Green%2BRoom%2BI%2BSI%2B02&utm_term=T1%2B-%2BINT%2BJWLi%2B-%2BFEED%2BSI&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR7u3M54CAITvzkapS2sip6SNkrdrvBEWx2gUXPQ8Z8UAK0xYHOsfmTL-wlf3g_aem_1RBZUFUuvQdch3sFDLJaCQ,21,24,0,0,0,0.6666666666666666,0,0,0,0,0,
TOF+%7C+New+Arrivals,T1+-+INT+JWLi+-+ST+SV,https://vibewithmoi.in/pages/the-green-room?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BNew%2BArrivals&utm_content=Green%2BRoom%2BI%2BST%2BSV%2B01&utm_term=T1%2B-%2BINT%2BJWLi%2B-%2BST%2BSV&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR7wVVyNOrdz9yb2R6EhUaEu67wpJBSM8NcLMtnA6jaISWc-dcJC8c_wMnv52g_aem_hBZcdBkLq_m9F78kUzjVrw,8,8,0,0,0,0.0,0,0,0,0,0,
TOF+%7C+New+Arrivals,T1+-+TRLi+-+FEED+SV,https://vibewithmoi.in/pages/the-green-room?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BNew%2BArrivals&utm_content=Green%2BRoom%2BI%2BFEED%2BSV%2B01&utm_term=T1%2B-%2BTRLi%2B-%2BFEED%2BSV&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR5n9YCGToaKKwh9mQhMNRYB3L0ra31mwGwZJ92zUYhsgpbHBC6AkI75TxEYMQ_aem_lM4NMq6BZr_fL_wHKQrkqQ,7,8,0,0,0,2.0,0,0,0,0,0,
TOF+%7C+New+Arrivals,T1+-+TRLi+-+RL+SV,https://vibewithmoi.in/pages/the-green-room?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BNew%2BArrivals&utm_content=Green%2BRoom%2BI%2BRL%2BSV%2B02&utm_term=T1%2B-%2BTRLi%2B-%2BRL%2BSV&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR40js364yibo5eB_MT8XYg6FR5KjOUUBeoWeNeFF6z7RCvRSNQKQUJvsNh1hg_aem_S7a0v8B1ibVjSPpqw1Pd1g,19,23,0,0,0,1.3157894736842106,0,0,0,0,0,
TOF+%7C+New+Arrivals,T1+-+TRLi+-+ST+SI,https://vibewithmoi.in/pages/the-green-room?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BNew%2BArrivals&utm_content=Green%2BRoom%2BI%2BST%2BSI%2B01&utm_term=T1%2B-%2BTRLi%2B-%2BST%2BSI&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR4y5hw_v58EsdgNdcVhIHUp9_4klBIDLEKMkQNt4gT51AUZ5bX167WUU3uz-Q_aem_qrfKfiHx5xL0QZ-Z1O5jEw,18,25,0,0,0,0.8333333333333334,0,0,0,0,0,
TOF+%7C+Story%2FReel,T1+%7C+LUXE+%7C+IGi+%7C+ST,https://vibewithmoi.in/products/ella-gold-ruby-and-yellow-sapphire-ring-set?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BStory%252FReel&utm_content=Ella%2BRings%2BI%2BSI&utm_term=T1%2B%257C%2BLUXE%2B%257C%2BIGi%2B%257C%2BST&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR7uVvGQyOsf1eTEuHgEzozNM0VCfs764_plJ1zAzAxSFhYNEb0fbmP0YzWTxw_aem_9HZyRgmcKHv5_X6yaeR3Vg,0,0,0,0,0,,18,24,0,0,0,0.5
TOF+%7C+Story%2FReel,T1+%7C+TRL+%7C+IGi+%7C+RL,https://vibewithmoi.in/products/firdos-pearl-ruby-and-gold-chandelier-earrings?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BStory%252FReel&utm_content=Firdos%2BEarrings%2BI%2BRL&utm_term=T1%2B%257C%2BTRL%2B%257C%2BIGi%2B%257C%2BRL&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR5Mu8KvowkIAtixxPJSPZ8RxmDiE9aBqR3E4GjtoWDGRlbmfmxtMQWh0sJXfg_aem_SfakuVhSQ-aYHtIz_cAC5Q,0,0,0,0,0,,39,45,0,0,0,0.41025641025641024
TOF+%7C+Story%2FReel,TRL+%7C+IGi+%7C+ST,https://vibewithmoi.in/products/nizam-emerald-and-ruby-ring?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BStory%252FReel&utm_content=Nizam%2BRing%2BI%2BSI&utm_term=TRL%2B%257C%2BIGi%2B%257C%2BST&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR6gK9E43peKw6YnQcKH0gNy4C_J3Zux-N2EixJvgz5aDONHkGMi1w2Kub4b_Q_aem_3ZxETBFtwH7czuQCMMiWNA,14,17,0,0,0,,5,5,0,0,0,
The behno New York x Moi collaboration,The behno New York x Moi collaboration - Reach,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=The+behno+New+York+x+Moi+collaboration&utm_content=The+behno+New+York+x+Moi+collaboration&utm_term=The+behno+New+York+x+Moi+collaboration+-+Reach&placement=Instagram_Feed&utm_id=120232485417830313_v2_s09_e7262&fbclid=PAZXh0bgNhZW0BMABhZGlkAasnF8v8chkBpzkgcYu7baL7qeVm93ba6I8HiKqmE02FYCUZKBmrlz4vjGaQKMJS1dRI4wgF_aem_gJa1Bm3gXIlFKOxZmIQ1kA&campaign_id=120232485417830313&ad_id=120232485430510313,196,203,0,0,0,0.061224489795918366,0,0,0,0,0,
The+behno+New+York+x+Moi+collaboration,The+behno+New+York+x+Moi+collaboration+-+Reach,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=The%2Bbehno%2BNew%2BYork%2Bx%2BMoi%2Bcollaboration&utm_content=The%2Bbehno%2BNew%2BYork%2Bx%2BMoi%2Bcollaboration&utm_term=The%2Bbehno%2BNew%2BYork%2Bx%2BMoi%2Bcollaboration%2B-%2BReach&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR55Zz-uyWHGLsa4aPYV-ac8fz0XAjWlQf0Vuj8fE_CMNLLNApmxSdu3qnLH6Q_aem_XNH3TQtpCemTdktD2fPInA,0,0,0,0,0,,4,4,0,0,0,0.0
tof | and,tof | mumbai | trla,https://vibewithmoi.in/products/marrakesh-gold-silver-diamond-emerald-and-blue-enamel-ring?variant=41171889553471&utm_source=ig&utm_medium=paid&utm_campaign=tof%20|%20and&utm_content=daba%20%E2%80%93%20all&utm_term=tof%20|%20mumbai%20|%20trla&placement=instagram_feed&utm_id=120230914825700313_v2_s04_e283&fbclid=payw9leamrxuzlehrua2flbqewagfkawqbqyy9kpblsqgncpsgdadamw_9clzpin8o0ssreibfwyukkvy7pvmyh_l_3ydwdz4p3lgjwzi_aem_huyldusgltt76whe9v7zaw&campaign_id=120230914825700313&ad_id=120230916336950313,0,0,0,0,0,,1,1,0,0,0,0.0
